StartDate,ReportParameters_1,Values_1
04/01/2025,Company:,Ragle - Texas
04/01/2025,Status:,Active

EndDate,ReportParameters_2,Values_2
04/30/2025,Data Source:,Gauge Device
04/30/2025,,Including Assets with No Usage

Month_Hours,AssetLabel_Hours,AssetMonth_Hours,AssetPeriod_Hours,MonthTotal_Hours,PeriodTotal_Hours
2024-004 CoD Sidewalks 2024 (#03),Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,0:35,0:35,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,0:03,0:03,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,SS-26 CAT 279D 2018 Skid Steer +,4:03,4:03,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,0:51,0:51,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,EX-41 CAT 308E2 CR SB 2013 Excavator +,11:05,11:05,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:00,0:00,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,0:00,0:00,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,0:00,0:00,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:00,0:00,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,2:11,2:11,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,PT-202 (OPEN JOB SITE) FORD F250 2022 Pickup Truck +,0:00,0:00,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,0:01,0:01,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:00,0:00,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:00,0:00,24:02,24:02
2024-004 CoD Sidewalks 2024 (#03),Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,2:26,2:26,24:02,24:02
2024-004 CoD Sidewalks 2024 (#07),Apr,ET-04 (GERALD EHIMHEN) RAM 1500 2022 Pickup Truck +,0:02,0:02,9:37,9:37
2024-004 CoD Sidewalks 2024 (#07),Apr,BH-17 CAT 430FIT 2012 Backhoe +,1:55,1:55,9:37,9:37
2024-004 CoD Sidewalks 2024 (#07),Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,1:24,1:24,9:37,9:37
2024-004 CoD Sidewalks 2024 (#07),Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,2:24,2:24,9:37,9:37
2024-004 CoD Sidewalks 2024 (#07),Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:09,0:09,9:37,9:37
2024-004 CoD Sidewalks 2024 (#07),Apr,ET-29 (JOSE RANGEL) FORD F250 2024 Pickup Truck +,3:41,3:41,9:37,9:37
2024-004 CoD Sidewalks 2024 (#21),Apr,ET-04 (GERALD EHIMHEN) RAM 1500 2022 Pickup Truck +,3:02,3:02,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,11:04,11:04,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,1:10,1:10,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:16,0:16,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:18,0:18,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,EX-77 CAT 308E2 CR 2023 Excavator +,71:47,71:47,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,4:13,4:13,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,ET-38 (Caleb Padgett) FORD F150 2024 Pickup Truck +,0:04,0:04,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:02,0:02,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,SS-38 (JESUS LOPEZ SOTO) CAT 289D3 Skid Steer +,106:03,106:03,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,4:13,4:13,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,3:22,3:22,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,1:06,1:06,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-193 (OPEN DFW TC USING) FORD F250 2021 Pickup Truck +,1:10,1:10,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,0:30,0:30,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:58,0:58,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,4:14,4:14,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,ET-35 (JESUS LOPEZ SOTO) FORD F250 2024 Pickup Truck +,76:49,76:49,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,1:08,1:08,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,1:34,1:34,321:52,321:52
2024-004 CoD Sidewalks 2024 (#21),Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,28:38,28:38,321:52,321:52
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,14:28,14:28,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,SFB-04S MACK MD6 2022 Truck Mounted Attenuator (TMA) +,8:30,8:30,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,2:11,2:11,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-282 (JUSTIN WAYNE OWENS) FORD F250 XL 2024 Pickup Truck +,1:10,1:10,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,0:30,0:30,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,13:23,13:23,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,11:34,11:34,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,0:02,0:02,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:07,0:07,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-281 (JOSUE MARTINEZ) FORD F250 XL 2024 Pickup Truck +,6:35,6:35,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,1:49,1:49,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,SFB-03 FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,14:28,14:28,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-180 (ROBERTO LUMBRERAS) FORD F250 2020 Pickup Truck +,0:27,0:27,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-92 (STONIE BROWN) FORD F150 2016 Pickup Truck +,0:08,0:08,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:22,0:22,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,ET-11 (Roberto Guerrero Jr.) RAM 1500 2022 Pickup Truck +,0:07,0:07,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-166 (JUAN LUEVANO) FORD F150 2020 Pickup Truck +,30:15,30:15,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,1:00,1:00,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,15:42,15:42,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,4:29,4:29,127:51,127:51
"2024-019 (7,8,9) Tarrant VA Bridge Rehab",Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,0:23,0:23,127:51,127:51
2024-019 (11) Tarrant VA Bridge Rehab,Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,0:00,0:00,0:00,0:00
WTX YARD PIT,Apr,ET-06 (ESTEBAN RODRIGUEZ PEREZ) RAM 1500 2022 Pickup Truck +,0:03,0:03,40:04,40:04
WTX YARD PIT,Apr,PT-185 (JOSE BAUTISTA) FORD F150 2020 Pickup Truck +,0:15,0:15,40:04,40:04
WTX YARD PIT,Apr,PT-182 (Leonel Munoz) FORD F250 2020 Pickup Truck +,0:45,0:45,40:04,40:04
WTX YARD PIT,Apr,ET-37 (SABINO IBARRA) FORD F250 2024 Pickup Truck +,0:01,0:01,40:04,40:04
WTX YARD PIT,Apr,WL-06 CAT 950K 2013 Wheel Loader +,19:35,19:35,40:04,40:04
WTX YARD PIT,Apr,PT-199 (WTX JST) FORD F250 2022 Pickup Truck +,7:23,7:23,40:04,40:04
WTX YARD PIT,Apr,ET-28 (JORGE L. FLORES) FORD F250 2024 Pickup Truck +,3:46,3:46,40:04,40:04
WTX YARD PIT,Apr,D-03 CAT D5M 2001 Dozer +,8:01,8:01,40:04,40:04
WTX YARD PIT,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,0:04,0:04,40:04,40:04
WTX YARD PIT,Apr,PT-163 (WILLIAM PERSINGER) FORD F250 2020 Pickup Truck +,0:01,0:01,40:04,40:04
WTX YARD PIT,Apr,DST-01 FREIGHTLINER M2 2017 Heavy Truck +,0:05,0:05,40:04,40:04
2024-004 CoD Sidewalks 2024 (#11),Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:02,0:02,0:02,0:02
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-08 (JORGE L. MARTINEZ) RAM 1500 2022 Pickup Truck +,0:10,0:10,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,3:18,3:18,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,WL-12 (K03394) CAT 938M 2022 Wheel Loader +,2:07,2:07,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,SS-17 CAT 279D 2017 Skid Steer +,17:04,17:04,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,0:04,0:04,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-11 (Roberto Guerrero Jr.) RAM 1500 2022 Pickup Truck +,0:54,0:54,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,2:13,2:13,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-01 (SAUL MARTINEZ ALVAREZ) RAM 1500 2022 Pickup Truck +,0:04,0:04,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,0:09,0:09,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,2:09,2:09,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,S-07 PETERBILT 388 2013 Heavy Truck +,0:46,0:46,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:02,0:02,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,#210003 - AMMAR I. ELHAMAD FORD F150 2024 Personal Vehicle +,0:23,0:23,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:09,0:09,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,0:14,0:14,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,0:02,0:02,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-269 (Hector Claudio) FORD F350 2024 Pickup Truck +,0:01,0:01,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,1:04,1:04,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-281 (JOSUE MARTINEZ) FORD F250 XL 2024 Pickup Truck +,0:07,0:07,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,46:23,46:23,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,0:11,0:11,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,1:43,1:43,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,0:06,0:06,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,0:04,0:04,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,"PT-168 (RAMIREZ, LUIS F) FORD F150 2020 Pickup Truck +",0:02,0:02,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:12,0:12,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,EX-81 CAT 304 2022 Excavator +,7:55,7:55,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-166 (JUAN LUEVANO) FORD F150 2020 Pickup Truck +,0:05,0:05,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,4:53,4:53,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,RTC-02 TEREX RT665 Crane +,20:33,20:33,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-245 (JARED RUHRUP) FORD F150 2023 Pickup Truck +,1:07,1:07,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-14 (Caleb Kocmick) RAM 1500 2022 Pickup Truck +,18:05,18:05,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-240 (CLINT MIZE) FORD F150 2023 Pickup Truck +,0:01,0:01,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,0:43,0:43,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,0:02,0:02,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,TH-06 JLG G12-55A 2012 Telehandler +,47:33,47:33,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-169 (OPEN F150 STX) FORD F150 2020 Pickup Truck +,0:12,0:12,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-237 (JUAN C. MIRAMONTES JR) FORD F250 2023 Pickup Truck +,7:51,7:51,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:00,0:00,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,0:57,0:57,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,0:09,0:09,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,0:00,0:00,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:01,0:01,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,0:01,0:01,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-284 (OPEN) FORD F250 XL 2024 Pickup Truck +,9:47,9:47,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,1:41,1:41,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,1:01,1:01,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,PT-18S (JST SELECT 250) FORD F250 2024 Pickup Truck +,0:00,0:00,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-02 (Anthony Hardimon) RAM 1500 2022 Pickup Truck +,0:00,0:00,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,0:00,0:00,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,2:06,2:06,204:53,204:53
2024-023 TARRANT RIVERSIDE BRIDGE REHAB,Apr,ET-23 (JOSE J. RIVERA) FORD F250 2023 Pickup Truck +,0:04,0:04,204:53,204:53
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,1:16,1:16,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,SS-29 CAT 279D 2018 Skid Steer +,2:37,2:37,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-27 (ALONSO MIRAMONTES) FORD F250 2024 Pickup Truck +,1:15,1:15,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,0:03,0:03,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:00,0:00,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-281 (JOSUE MARTINEZ) FORD F250 XL 2024 Pickup Truck +,0:33,0:33,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,4:12,4:12,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:47,0:47,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,0:07,0:07,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,0:13,0:13,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,0:21,0:21,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,SV-08 (MICHAEL RIEDER) FORD EXPLORER 2020 Pickup Truck +,0:19,0:19,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-14 (Caleb Kocmick) RAM 1500 2022 Pickup Truck +,0:32,0:32,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-237 (JUAN C. MIRAMONTES JR) FORD F250 2023 Pickup Truck +,0:11,0:11,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:00,0:00,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,1:34,1:34,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,#210073 - BIKHYAT ADHIKARI TOYOTA 4 RUNNER 2022 Personal Vehicle +,0:04,0:04,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-24 (Troy Malette) FORD F250 2023 Pickup Truck +,0:01,0:01,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-01 (SAUL MARTINEZ ALVAREZ) RAM 1500 2022 Pickup Truck +,4:12,4:12,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,0:51,0:51,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,TH-12 JLG 1255 2016 Telehandler +,0:00,0:00,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,16:47,16:47,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,TH-09 JLG G12-55A 2013 Telehandler +,0:00,0:00,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,0:12,0:12,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:10,0:10,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-11 (Roberto Guerrero Jr.) RAM 1500 2022 Pickup Truck +,0:04,0:04,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,SS-46 ( Josue Martinez ) CAT 265 Skid Steer +,0:00,0:00,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-166 (JUAN LUEVANO) FORD F150 2020 Pickup Truck +,0:02,0:02,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,0:01,0:01,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,0:03,0:03,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:05,0:05,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-08 (JORGE L. MARTINEZ) RAM 1500 2022 Pickup Truck +,0:59,0:59,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,ET-02 (Anthony Hardimon) RAM 1500 2022 Pickup Truck +,0:03,0:03,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:37,0:37,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-245 (JARED RUHRUP) FORD F150 2023 Pickup Truck +,0:50,0:50,39:21,39:21
2024-024 (2) TARRANT CS INTERSECTION IMPROV,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:03,0:03,39:21,39:21
2025-005 (1) Howard IH 20 Bridge Replacement,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,0:00,0:00,0:02,0:02
2025-005 (1) Howard IH 20 Bridge Replacement,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,0:01,0:01,0:02,0:02
2025-005 (1) Howard IH 20 Bridge Replacement,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,0:00,0:00,0:02,0:02
2023-014 (2) TARRANT IH 20 US 81 BR,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,0:00,0:00,0:52,0:52
2023-014 (2) TARRANT IH 20 US 81 BR,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,0:05,0:05,0:52,0:52
2023-014 (2) TARRANT IH 20 US 81 BR,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,0:02,0:02,0:52,0:52
